service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
3063370,0,0,0,0,0,0,0,20191125,20191128
13063369,0,0,0,0,0,0,0,20191210,20200228
13063367,0,0,0,0,0,0,0,20191209,20200302
3063369,0,0,0,0,0,0,0,20191209,20200227
3063367,0,0,0,0,0,0,0,20191208,20200301
13107733,0,0,0,0,0,0,0,20200102,20200102
13107731,0,0,0,0,0,0,0,20191207,20200307
13107732,0,0,0,0,0,0,0,20191225,20200222
13107730,0,0,0,0,0,0,0,20200119,20200216
3063371,0,0,0,0,0,0,0,20191207,20200229
13063371,0,0,0,0,0,0,0,20191208,20200301
13063370,0,0,0,0,0,0,0,20191126,20191129
13063373,0,0,0,0,0,0,0,20191214,20200229
3063373,0,0,0,0,0,0,0,20191213,20200228
3063374,0,0,0,0,0,0,0,20191122,20191129
3107725,0,0,0,0,0,0,0,20200119,20200216
3107726,0,0,0,0,0,0,0,20191124,20200209
3107729,0,0,0,0,0,0,0,20191123,20200208
13063374,0,0,0,0,0,0,0,20191123,20191130
3107727,0,0,0,0,0,0,0,20191202,20200305
3107728,0,0,0,0,0,0,0,20191223,20200220
13107726,0,0,0,0,0,0,0,20191125,20200210
13107727,0,0,0,0,0,0,0,20191203,20200306
13107728,0,0,0,0,0,0,0,20191224,20200221
13107729,0,0,0,0,0,0,0,20191124,20200209
3107733,0,0,0,0,0,0,0,20200101,20200101
3107732,0,0,0,0,0,0,0,20191224,20200221
3107731,0,0,0,0,0,0,0,20191206,20200306
3107730,0,0,0,0,0,0,0,20200118,20200215
13107725,0,0,0,0,0,0,0,20200120,20200217
