from_stop_id,to_stop_id,transfer_type,min_transfer_time
4009382,7827042,2,80
4009394,7275651,2,91
5251766,4009372,2,37
5251766,4009371,2,45
4009379,4008921,2,201
5775573,4009363,2,3
4009373,8185336,2,27
4009379,4008920,2,85
4009384,7827035,2,108
5775573,4009364,2,28
4009384,7827036,2,55
4009373,8185335,2,27
7899701,4009377,2,28
4009353,6456109,2,65
4009382,7827041,2,29
7714310,4009360,2,113
4009352,4798850,2,38
4009388,3442574,2,42
4023407,4009358,2,136
4009388,3442573,2,61
4009374,8185388,2,48
4009367,6309081,2,87
4009367,6309084,2,82
4009371,4024270,2,45
5775570,4009364,2,108
5775570,4009363,2,107
4009352,4023702,2,27
4009352,4023701,2,13
4009379,8451866,2,201
1750,4009396,2,193
4009379,8451867,2,85
1750,4009397,2,199
4009379,5121337,2,201
4009392,8451880,2,83
4009379,5121338,2,85
7714310,4009359,2,104
7920937,4009394,2,91
7920937,4009395,2,95
4009366,2238,2,239
4009368,6309121,2,101
4009395,7920833,2,95
7899701,4009378,2,33
7376250,4009361,2,51
4687331,4009389,2,57
4687331,4009388,2,61
4009380,7920748,2,76
7069274,4009378,2,81
7069415,4009393,2,31
7069415,4009392,2,26
4009380,4834509,2,76
7376249,4009362,2,51
7069274,4009377,2,61
7376249,4009361,2,47
4009379,5121858,2,201
7275256,4009355,2,21
7275256,4009356,2,48
4009383,7827041,2,36
4009383,7827042,2,82
5091939,4009388,2,111
5091939,4009389,2,91
4009380,5121338,2,76
7069430,4009384,2,55
7069430,4009385,2,45
4009366,4024169,2,143
7275257,4009356,2,83
4009352,4023484,2,38
4009352,4023485,2,27
7069416,4009393,2,31
7069416,4009392,2,26
7376239,4009355,2,21
4009365,1913,2,242
7275257,4009355,2,134
7376239,4009356,2,48
7376254,4009363,2,27
7376254,4009364,2,5
2428,4009397,2,199
2428,4009396,2,193
7376253,4009363,2,3
7376253,4009364,2,28
4009394,7920758,2,91
4009393,7920834,2,79
7275255,4009353,2,73
4009384,5121574,2,55
7275260,4009357,2,72
4009384,5121573,2,108
4009351,4024906,2,93
7275260,4009358,2,78
4009351,4024905,2,93
7275255,4009354,2,64
4009380,5121809,2,76
4009380,7920822,2,76
4009267,4009384,2,127
4009267,4009385,2,136
4022934,4009359,2,112
7080560,4009387,2,65
7080560,4009386,2,54
5761344,4009371,2,135
4009353,6456110,2,73
7376237,4009353,2,7
5761344,4009372,2,136
7312127,4009389,2,126
7376237,4009354,2,23
4009395,8451879,2,60
