service_id,date,exception_type
3027649,20191105,1
3027649,20191106,1
3027649,20191107,1
3027649,20191112,1
3027649,20191113,1
3027649,20191114,1
3027649,20191119,1
3027649,20191120,1
3027649,20191121,1
3027649,20191126,1
3027649,20191127,1
3027649,20191128,1
3027649,20191203,1
3027649,20191204,1
3027649,20191205,1
3027649,20191210,1
3027649,20191211,1
3027649,20191212,1
3027649,20191217,1
3027649,20191218,1
3027649,20191219,1
3027648,20191104,1
3027648,20191118,1
3027648,20191125,1
3027648,20191202,1
3027648,20191209,1
3027648,20191216,1
3027648,20191223,1
3027648,20191230,1
3027647,20191103,1
3027647,20191110,1
3027647,20191111,1
3027647,20191117,1
3027647,20191124,1
3027647,20191201,1
3027647,20191208,1
3027647,20191215,1
3027647,20191222,1
3027647,20191229,1
3048594,20191031,1
3048594,20191227,1
3048592,20191029,1
3048592,20191030,1
3048592,20191224,1
3048592,20191231,1
3048593,20191101,1
3048593,20191102,1
3048593,20191225,1
3048593,20191228,1
13048592,20191030,1
13048592,20191031,1
13048592,20191225,1
13048592,20200101,1
13048591,20191227,1
3048591,20191226,1
13048593,20191102,1
13048593,20191103,1
13048593,20191226,1
13048593,20191229,1
13027647,20191104,1
13027647,20191111,1
13027647,20191112,1
13027647,20191118,1
13027647,20191125,1
13027647,20191202,1
13027647,20191209,1
13027647,20191216,1
13027647,20191223,1
13027647,20191230,1
13048594,20191101,1
13048594,20191228,1
13027648,20191105,1
13027648,20191119,1
13027648,20191126,1
13027648,20191203,1
13027648,20191210,1
13027648,20191217,1
13027648,20191224,1
13027648,20191231,1
13027649,20191106,1
13027649,20191107,1
13027649,20191108,1
13027649,20191113,1
13027649,20191114,1
13027649,20191115,1
13027649,20191120,1
13027649,20191121,1
13027649,20191122,1
13027649,20191127,1
13027649,20191128,1
13027649,20191129,1
13027649,20191204,1
13027649,20191205,1
13027649,20191206,1
13027649,20191211,1
13027649,20191212,1
13027649,20191213,1
13027649,20191218,1
13027649,20191219,1
13027649,20191220,1
13027651,20191109,1
13027651,20191116,1
13027651,20191123,1
13027651,20191130,1
13027651,20191207,1
13027651,20191214,1
13027651,20191221,1
13027650,20191110,1
13027650,20191117,1
13027650,20191124,1
13027650,20191201,1
13027650,20191208,1
13027650,20191215,1
13027650,20191222,1
3027650,20191109,1
3027650,20191116,1
3027650,20191123,1
3027650,20191130,1
3027650,20191207,1
3027650,20191214,1
3027650,20191221,1
3027651,20191108,1
3027651,20191115,1
3027651,20191122,1
3027651,20191129,1
3027651,20191206,1
3027651,20191213,1
3027651,20191220,1
