service_id,date,exception_type
3107887,20191123,1
3107887,20191130,1
3107887,20191207,1
3107887,20191214,1
3107887,20191221,1
3107887,20191228,1
3107887,20200104,1
3107887,20200111,1
3107887,20200118,1
3107887,20200125,1
3107887,20200201,1
3107887,20200208,1
3107887,20200215,1
3107887,20200222,1
3107887,20200229,1
3107886,20191122,1
3107886,20191125,1
3107886,20191126,1
3107886,20191127,1
3107886,20191128,1
3107886,20191129,1
3107886,20191202,1
3107886,20191203,1
3107886,20191204,1
3107886,20191205,1
3107886,20191206,1
3107886,20191209,1
3107886,20191210,1
3107886,20191211,1
3107886,20191212,1
3107886,20191213,1
3107886,20191216,1
3107886,20191217,1
3107886,20191218,1
3107886,20191219,1
3107886,20191220,1
3107886,20191223,1
3107886,20191224,1
3107886,20191226,1
3107886,20191227,1
3107886,20191230,1
3107886,20191231,1
3107886,20200102,1
3107886,20200103,1
3107886,20200106,1
3107886,20200107,1
3107886,20200108,1
3107886,20200109,1
3107886,20200110,1
3107886,20200113,1
3107886,20200114,1
3107886,20200115,1
3107886,20200116,1
3107886,20200117,1
3107886,20200120,1
3107886,20200121,1
3107886,20200122,1
3107886,20200123,1
3107886,20200124,1
3107886,20200127,1
3107886,20200128,1
3107886,20200129,1
3107886,20200130,1
3107886,20200131,1
3107886,20200203,1
3107886,20200204,1
3107886,20200205,1
3107886,20200206,1
3107886,20200207,1
3107886,20200210,1
3107886,20200211,1
3107886,20200212,1
3107886,20200213,1
3107886,20200214,1
3107886,20200217,1
3107886,20200218,1
3107886,20200219,1
3107886,20200220,1
3107886,20200221,1
3107886,20200224,1
3107886,20200225,1
3107886,20200226,1
3107886,20200227,1
3107886,20200228,1
3107886,20200302,1
3107886,20200303,1
3107886,20200304,1
3107886,20200305,1
3107886,20200306,1
