service_id,date,exception_type
3070983,20191102,1
3070983,20191109,1
3070983,20191116,1
3070983,20191123,1
3070983,20191130,1
3070983,20191207,1
3070983,20191214,1
3070983,20191221,1
3070983,20191223,1
3070983,20191224,1
3070983,20191226,1
3070983,20191227,1
3070983,20191228,1
3070983,20191230,1
3070983,20191231,1
3070979,20191106,1
3070979,20191113,1
3070979,20191120,1
3070979,20191127,1
3070979,20191204,1
3070979,20191211,1
3070979,20191218,1
3070982,20191106,1
3070982,20191113,1
3070982,20191120,1
3070982,20191127,1
3070982,20191204,1
3070982,20191211,1
3070982,20191218,1
3070978,20191104,1
3070978,20191105,1
3070978,20191107,1
3070978,20191108,1
3070978,20191112,1
3070978,20191114,1
3070978,20191115,1
3070978,20191118,1
3070978,20191119,1
3070978,20191121,1
3070978,20191122,1
3070978,20191125,1
3070978,20191126,1
3070978,20191128,1
3070978,20191129,1
3070978,20191202,1
3070978,20191203,1
3070978,20191205,1
3070978,20191206,1
3070978,20191209,1
3070978,20191210,1
3070978,20191212,1
3070978,20191213,1
3070978,20191216,1
3070978,20191217,1
3070978,20191219,1
3070978,20191220,1
3070981,20191104,1
3070981,20191105,1
3070981,20191107,1
3070981,20191108,1
3070981,20191112,1
3070981,20191114,1
3070981,20191115,1
3070981,20191118,1
3070981,20191119,1
3070981,20191121,1
3070981,20191122,1
3070981,20191125,1
3070981,20191126,1
3070981,20191128,1
3070981,20191129,1
3070981,20191202,1
3070981,20191203,1
3070981,20191205,1
3070981,20191206,1
3070981,20191209,1
3070981,20191210,1
3070981,20191212,1
3070981,20191213,1
3070981,20191216,1
3070981,20191217,1
3070981,20191219,1
3070981,20191220,1
3070980,20191102,1
3070980,20191109,1
3070980,20191116,1
3070980,20191123,1
3070980,20191130,1
3070980,20191207,1
3070980,20191214,1
3070980,20191221,1
3070980,20191223,1
3070980,20191224,1
3070980,20191226,1
3070980,20191227,1
3070980,20191228,1
3070980,20191230,1
3070980,20191231,1
3027764,20191029,1
3027764,20191030,1
3027764,20191031,1
3070985,20191106,1
3070985,20191113,1
3070985,20191120,1
3070985,20191127,1
3070985,20191204,1
3070985,20191211,1
3070985,20191218,1
3070984,20191104,1
3070984,20191105,1
3070984,20191107,1
3070984,20191108,1
3070984,20191112,1
3070984,20191114,1
3070984,20191115,1
3070984,20191118,1
3070984,20191119,1
3070984,20191121,1
3070984,20191122,1
3070984,20191125,1
3070984,20191126,1
3070984,20191128,1
3070984,20191129,1
3070984,20191202,1
3070984,20191203,1
3070984,20191205,1
3070984,20191206,1
3070984,20191209,1
3070984,20191210,1
3070984,20191212,1
3070984,20191213,1
3070984,20191216,1
3070984,20191217,1
3070984,20191219,1
3070984,20191220,1
3027768,20191029,1
3027768,20191030,1
3027768,20191031,1
