service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12999759,0,0,0,0,0,0,0,20191125,20191216
12999758,0,0,0,0,0,0,0,20191223,20191230
12999756,0,0,0,0,0,0,0,20191225,20200101
12999754,0,0,0,0,0,0,0,20191123,20191221
12999753,0,0,0,0,0,0,0,20191222,20191229
2999768,0,0,0,0,0,0,0,20191122,20191220
2999766,0,0,0,0,0,0,0,20191224,20191231
2999764,0,0,0,0,0,0,0,20191221,20191228
2999762,0,0,0,0,0,0,0,20191123,20191214
2999761,0,0,0,0,0,0,0,20191223,20191230
2999758,0,0,0,0,0,0,0,20191222,20191229
2999759,0,0,0,0,0,0,0,20191124,20191215
12999751,0,0,0,0,0,0,0,20191124,20191215
12999770,0,0,0,0,0,0,0,20191126,20191220
12999750,0,0,0,0,0,0,0,20191224,20191231
12999769,0,0,0,0,0,0,0,20191126,20191220
12999768,0,0,0,0,0,0,0,20191123,20191221
12999764,0,0,0,0,0,0,0,20191222,20191229
12999766,0,0,0,0,0,0,0,20191225,20200101
2999754,0,0,0,0,0,0,0,20191122,20191220
2999769,0,0,0,0,0,0,0,20191125,20191219
2999756,0,0,0,0,0,0,0,20191224,20191231
2999751,0,0,0,0,0,0,0,20191123,20191214
2999750,0,0,0,0,0,0,0,20191223,20191230
2999753,0,0,0,0,0,0,0,20191221,20191228
12999748,0,0,0,0,0,0,0,20191223,20191230
12999749,0,0,0,0,0,0,0,20191125,20191216
2999748,0,0,0,0,0,0,0,20191222,20191229
2999749,0,0,0,0,0,0,0,20191124,20191215
12999761,0,0,0,0,0,0,0,20191224,20191231
12999762,0,0,0,0,0,0,0,20191124,20191215
2999770,0,0,0,0,0,0,0,20191125,20191219
