service_id,date,exception_type
13080256,20191030,1
13080256,20191031,1
13080256,20191113,1
13080256,20191114,1
13080256,20191115,1
13080256,20191116,1
13080256,20191119,1
13080256,20191120,1
13080256,20191121,1
13080256,20191122,1
13080256,20191123,1
3080256,20191029,1
3080256,20191030,1
3080256,20191112,1
3080256,20191113,1
3080256,20191114,1
3080256,20191115,1
3080256,20191118,1
3080256,20191119,1
3080256,20191120,1
3080256,20191121,1
3080256,20191122,1
3087140,20191109,1
3087140,20191110,1
3087140,20191111,1
13087027,20191105,1
13087027,20191106,1
13087027,20191107,1
13087027,20191108,1
13087027,20191109,1
3039900,20191116,1
3039900,20191117,1
3039900,20191123,1
3039900,20191124,1
3092997,20191101,1
3092997,20191102,1
3033555,20191130,1
3033555,20191201,1
3033555,20191207,1
3033555,20191208,1
3033555,20191214,1
3033555,20191215,1
3033555,20191221,1
3033555,20191222,1
3092998,20191103,1
13039900,20191117,1
13039900,20191118,1
13039900,20191124,1
13039900,20191125,1
13092998,20191104,1
3080262,20191031,1
3087027,20191104,1
3087027,20191105,1
3087027,20191106,1
3087027,20191107,1
3087027,20191108,1
13092997,20191102,1
13092997,20191103,1
13087140,20191110,1
13087140,20191111,1
13087140,20191112,1
13080262,20191101,1
3070987,20191125,1
3070987,20191126,1
3070987,20191127,1
3070987,20191128,1
3070987,20191129,1
3070987,20191202,1
3070987,20191203,1
3070987,20191204,1
3070987,20191205,1
3070987,20191206,1
3070987,20191209,1
3070987,20191210,1
3070987,20191211,1
3070987,20191212,1
3070987,20191213,1
3070987,20191216,1
3070987,20191217,1
3070987,20191218,1
3070987,20191219,1
3070987,20191220,1
3070987,20191223,1
3070987,20191224,1
13033555,20191201,1
13033555,20191202,1
13033555,20191208,1
13033555,20191209,1
13033555,20191215,1
13033555,20191216,1
13033555,20191222,1
13033555,20191223,1
13070987,20191126,1
13070987,20191127,1
13070987,20191128,1
13070987,20191129,1
13070987,20191130,1
13070987,20191203,1
13070987,20191204,1
13070987,20191205,1
13070987,20191206,1
13070987,20191207,1
13070987,20191210,1
13070987,20191211,1
13070987,20191212,1
13070987,20191213,1
13070987,20191214,1
13070987,20191217,1
13070987,20191218,1
13070987,20191219,1
13070987,20191220,1
13070987,20191221,1
13070987,20191224,1
13070987,20191225,1
