route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
2075228,3033555,1030335550655697,NELY,NELY,0,
2075228,3039900,1030399000655697,NELY,NELY,0,
2075228,3099043,1030990430655697,NELY,NELY,0,
2075228,3099045,1030990450655697,NELY,NELY,0,
2075228,3099046,1030990460655697,NELY,NELY,0,
2075228,3099067,1030990670655697,NELY,NELY,0,
2075228,3108223,1031082230655697,NELY,NELY,0,
2075228,3033555,1230335550655697,NELY,NELY,0,
2075228,3039900,1230399000655697,NELY,NELY,0,
2075228,3099043,1230990430655697,NELY,NELY,0,
2075228,3099045,1230990450655697,NELY,NELY,0,
2075228,3099046,1230990460655697,NELY,NELY,0,
2075228,3099067,1230990670655697,NELY,NELY,0,
2075228,3108223,1231082230655697,NELY,NELY,0,
2075228,3033555,1430335550655697,NELY,NELY,0,
2075228,3039900,1430399000655697,NELY,NELY,0,
2075228,3099045,1430990450655697,NELY,NELY,0,
2075228,3099046,1430990460655697,NELY,NELY,0,
2075228,3033555,1630335550655697,NELY,NELY,0,
2075228,3039900,1630399000655697,NELY,NELY,0,
2075228,3099043,1630990430655697,NELY,NELY,0,
2075228,3099045,1630990450655697,NELY,NELY,0,
2075228,3099046,1630990460655697,NELY,NELY,0,
2075228,3099067,1630990670655697,NELY,NELY,0,
2075228,3108223,1631082230655697,NELY,NELY,0,
2075228,3033555,1830335550655697,NELY,NELY,0,
2075228,3039900,1830399000655697,NELY,NELY,0,
2075228,3099043,1830990430655697,NELY,NELY,0,
2075228,3099045,1830990450655697,NELY,NELY,0,
2075228,3099046,1830990460655697,NELY,NELY,0,
2075228,3099067,1830990670655697,NELY,NELY,0,
2075228,3108223,1831082230655697,NELY,NELY,0,
2075228,3033555,2030335550655697,NELY,NELY,0,
2075228,3039900,2030399000655697,NELY,NELY,0,
2075228,3099045,2030990450655697,NELY,NELY,0,
2075228,3099046,2030990460655697,NELY,NELY,0,
2075228,3033555,2230335550655697,NELY,NELY,0,
2075228,3039900,2230399000655697,NELY,NELY,0,
2075228,3099043,2230990430655697,NELY,NELY,0,
2075228,3099045,2230990450655697,NELY,NELY,0,
2075228,3099046,2230990460655697,NELY,NELY,0,
2075228,3099067,2230990670655697,NELY,NELY,0,
2075228,3108223,2231082230655697,NELY,NELY,0,
