service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12975324,0,0,0,0,0,0,0,20191126,20191220
12975325,0,0,0,0,0,0,0,20191224,20191231
12975322,0,0,0,0,0,0,0,20191125,20191230
12975328,0,0,0,0,0,0,0,20191123,20191221
12975329,0,0,0,0,0,0,0,20191225,20200101
12975326,0,0,0,0,0,0,0,20191124,20191222
12975327,0,0,0,0,0,0,0,20191229,20191229
2975337,0,0,0,0,0,0,0,20191224,20191231
2975336,0,0,0,0,0,0,0,20191122,20191220
2975335,0,0,0,0,0,0,0,20191228,20191228
2975334,0,0,0,0,0,0,0,20191123,20191221
2975333,0,0,0,0,0,0,0,20191223,20191230
2975332,0,0,0,0,0,0,0,20191125,20191219
2975330,0,0,0,0,0,0,0,20191124,20191229
2975321,0,0,0,0,0,0,0,20191225,20191225
2975322,0,0,0,0,0,0,0,20191124,20191229
2975325,0,0,0,0,0,0,0,20191223,20191230
2975329,0,0,0,0,0,0,0,20191224,20191231
2975326,0,0,0,0,0,0,0,20191123,20191221
2975327,0,0,0,0,0,0,0,20191228,20191228
2975324,0,0,0,0,0,0,0,20191125,20191219
2975328,0,0,0,0,0,0,0,20191122,20191220
12975321,0,0,0,0,0,0,0,20191226,20191226
