service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12991491,0,0,0,0,0,0,0,20191126,20191220
12991490,0,0,0,0,0,0,0,20191125,20191230
2991481,0,0,0,0,0,0,0,20191125,20191219
2991480,0,0,0,0,0,0,0,20191124,20191229
2991483,0,0,0,0,0,0,0,20191223,20191230
2991485,0,0,0,0,0,0,0,20191123,20191214
2991498,0,0,0,0,0,0,0,20191224,20191231
2991484,0,0,0,0,0,0,0,20191221,20191228
12991496,0,0,0,0,0,0,0,20191123,20191221
12991498,0,0,0,0,0,0,0,20191225,20200101
12991493,0,0,0,0,0,0,0,20191224,20191231
12991494,0,0,0,0,0,0,0,20191222,20191229
12991495,0,0,0,0,0,0,0,20191124,20191215
12991480,0,0,0,0,0,0,0,20191125,20191230
2991486,0,0,0,0,0,0,0,20191122,20191220
2991488,0,0,0,0,0,0,0,20191224,20191231
2991493,0,0,0,0,0,0,0,20191223,20191230
2991494,0,0,0,0,0,0,0,20191221,20191228
2991495,0,0,0,0,0,0,0,20191123,20191214
2991496,0,0,0,0,0,0,0,20191122,20191220
2991490,0,0,0,0,0,0,0,20191124,20191229
2991491,0,0,0,0,0,0,0,20191125,20191219
12991483,0,0,0,0,0,0,0,20191224,20191231
12991484,0,0,0,0,0,0,0,20191222,20191229
12991481,0,0,0,0,0,0,0,20191126,20191220
12991488,0,0,0,0,0,0,0,20191225,20200101
12991485,0,0,0,0,0,0,0,20191124,20191215
12991486,0,0,0,0,0,0,0,20191123,20191221
