service_id,date,exception_type
3025208,20191123,1
3025208,20191207,1
3025208,20191214,1
3025208,20191221,1
3025208,20191228,1
13025198,20191125,1
13025198,20191209,1
13025198,20191216,1
13025198,20191223,1
13025198,20191230,1
13025202,20191203,1
13025202,20191204,1
13025202,20191205,1
13025202,20191206,1
13025202,20191207,1
13025202,20191210,1
13025202,20191211,1
13025202,20191212,1
13025202,20191213,1
13025202,20191214,1
13025202,20191217,1
13025202,20191218,1
13025202,20191219,1
13025202,20191220,1
13025202,20191221,1
13025200,20191202,1
3025202,20191202,1
3025202,20191203,1
3025202,20191204,1
3025202,20191205,1
3025202,20191206,1
3025202,20191209,1
3025202,20191210,1
3025202,20191211,1
3025202,20191212,1
3025202,20191213,1
3025202,20191216,1
3025202,20191217,1
3025202,20191218,1
3025202,20191219,1
3025202,20191220,1
3080376,20191122,1
3080376,20191129,1
3080377,20191125,1
3080377,20191126,1
3080377,20191127,1
3080377,20191128,1
3099069,20191225,1
13025208,20191124,1
13025208,20191208,1
13025208,20191215,1
13025208,20191222,1
13025208,20191229,1
3025209,20191130,1
13025209,20191201,1
3099050,20200101,1
13099069,20191226,1
3099072,20191231,1
3099054,20200102,1
3099054,20200106,1
3099054,20200107,1
3099054,20200108,1
3099054,20200109,1
3099054,20200113,1
3099054,20200114,1
3099054,20200115,1
3099054,20200116,1
3099054,20200120,1
3099054,20200121,1
3099054,20200122,1
3099054,20200123,1
3099054,20200127,1
3099054,20200128,1
3099054,20200129,1
3099054,20200130,1
3099054,20200203,1
3099054,20200204,1
3099054,20200205,1
3099054,20200206,1
3099054,20200210,1
3099054,20200211,1
3099054,20200212,1
3099054,20200213,1
3099054,20200217,1
3099054,20200218,1
3099054,20200219,1
3099054,20200220,1
3099054,20200224,1
3099054,20200225,1
3099054,20200226,1
3099054,20200227,1
3099054,20200302,1
3099054,20200303,1
3099054,20200304,1
3099054,20200305,1
3099054,20200309,1
3099054,20200310,1
3099054,20200311,1
3099054,20200312,1
3099054,20200316,1
3099054,20200317,1
3099054,20200318,1
3099054,20200319,1
3099054,20200323,1
3099054,20200324,1
3099054,20200325,1
3099054,20200326,1
3099054,20200330,1
3099054,20200331,1
3099054,20200401,1
3099054,20200402,1
3099054,20200406,1
3099054,20200407,1
3099054,20200408,1
3099054,20200409,1
3099054,20200414,1
3099054,20200415,1
3099054,20200416,1
3099054,20200420,1
3099054,20200421,1
3099054,20200422,1
3099054,20200423,1
3099054,20200427,1
3099054,20200428,1
3099054,20200429,1
3099054,20200430,1
3099054,20200504,1
3099054,20200505,1
3099054,20200506,1
3099054,20200507,1
3099054,20200511,1
3099054,20200512,1
3099054,20200513,1
3099054,20200514,1
3099054,20200518,1
3099054,20200519,1
3099071,20191223,1
3099071,20191224,1
3099071,20191226,1
3099071,20191227,1
3099071,20191230,1
3099052,20200202,1
3099052,20200209,1
3099052,20200501,1
3099052,20200508,1
3099051,20200105,1
3099051,20200112,1
3099051,20200119,1
3099051,20200126,1
3099051,20200216,1
3099051,20200223,1
3099051,20200301,1
3099051,20200308,1
3099051,20200315,1
3099051,20200322,1
3099051,20200329,1
3099051,20200405,1
3099051,20200412,1
3099051,20200413,1
3099051,20200419,1
3099051,20200426,1
3099051,20200503,1
3099051,20200510,1
3099051,20200517,1
13099062,20200105,1
13099062,20200112,1
