service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
3107477,0,0,0,0,0,0,0,20191228,20191228
13107475,0,0,0,0,0,0,0,20191123,20200101
13107474,0,0,0,0,0,0,0,20191230,20191230
3107488,0,0,0,0,0,0,0,20200106,20200520
3107489,0,0,0,0,0,0,0,20200102,20200417
13107490,0,0,0,0,0,0,0,20191124,20200517
3107474,0,0,0,0,0,0,0,20191229,20191229
3107487,0,0,0,0,0,0,0,20191124,20200517
3107475,0,0,0,0,0,0,0,20191122,20191231
13107487,0,0,0,0,0,0,0,20191125,20200518
13107488,0,0,0,0,0,0,0,20200107,20200521
13107489,0,0,0,0,0,0,0,20200103,20200418
13107477,0,0,0,0,0,0,0,20191229,20191229
3107490,0,0,0,0,0,0,0,20191123,20200516
