service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12975362,0,0,0,0,0,0,0,20191225,20200101
12975363,0,0,0,0,0,0,0,20191124,20191222
12975364,0,0,0,0,0,0,0,20191229,20191229
2975360,0,0,0,0,0,0,0,20191223,20191230
2975362,0,0,0,0,0,0,0,20191224,20191231
12975360,0,0,0,0,0,0,0,20191224,20191231
2975361,0,0,0,0,0,0,0,20191122,20191220
12975361,0,0,0,0,0,0,0,20191123,20191221
2975364,0,0,0,0,0,0,0,20191228,20191228
2975363,0,0,0,0,0,0,0,20191123,20191221
2975359,0,0,0,0,0,0,0,20191125,20191219
2975358,0,0,0,0,0,0,0,20191201,20191215
2975357,0,0,0,0,0,0,0,20191124,20191229
12975359,0,0,0,0,0,0,0,20191126,20191220
12975358,0,0,0,0,0,0,0,20191202,20191216
12975357,0,0,0,0,0,0,0,20191125,20191230
