service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2940436,0,0,0,0,0,0,0,20191122,20191220
2940437,0,0,0,0,0,0,0,20191224,20191231
12940426,0,0,0,0,0,0,0,20191125,20191230
12940429,0,0,0,0,0,0,0,20191126,20191220
2940429,0,0,0,0,0,0,0,20191125,20191219
2940426,0,0,0,0,0,0,0,20191124,20191229
13108372,0,0,0,0,0,0,0,20200102,20200518
12940434,0,0,0,0,0,0,0,20191124,20191229
13108373,0,0,0,0,0,0,0,20200107,20200520
12940436,0,0,0,0,0,0,0,20191123,20191221
13108371,0,0,0,0,0,0,0,20200413,20200509
12940437,0,0,0,0,0,0,0,20191225,20200101
13108376,0,0,0,0,0,0,0,20200111,20200521
3108377,0,0,0,0,0,0,0,20200103,20200417
12940430,0,0,0,0,0,0,0,20191224,20191231
13108377,0,0,0,0,0,0,0,20200104,20200418
3108375,0,0,0,0,0,0,0,20200104,20200516
13108374,0,0,0,0,0,0,0,20200103,20200417
3108376,0,0,0,0,0,0,0,20200110,20200520
13108375,0,0,0,0,0,0,0,20200105,20200517
3108373,0,0,0,0,0,0,0,20200106,20200519
2940434,0,0,0,0,0,0,0,20191123,20191228
3108374,0,0,0,0,0,0,0,20200102,20200416
3108371,0,0,0,0,0,0,0,20200412,20200508
3108372,0,0,0,0,0,0,0,20200101,20200517
2940430,0,0,0,0,0,0,0,20191223,20191230
