service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13108535,0,0,0,0,0,0,0,20200413,20200509
13108536,0,0,0,0,0,0,0,20200102,20200518
13108537,0,0,0,0,0,0,0,20200107,20200519
13108538,0,0,0,0,0,0,0,20200103,20200417
13108539,0,0,0,0,0,0,0,20200108,20200520
2940300,0,0,0,0,0,0,0,20191125,20191219
2940302,0,0,0,0,0,0,0,20191126,20191217
2940301,0,0,0,0,0,0,0,20191223,20191230
3108535,0,0,0,0,0,0,0,20200412,20200508
3108536,0,0,0,0,0,0,0,20200101,20200517
12940309,0,0,0,0,0,0,0,20191228,20191228
3108539,0,0,0,0,0,0,0,20200107,20200519
12940308,0,0,0,0,0,0,0,20191123,20191221
12940307,0,0,0,0,0,0,0,20191225,20200101
3108537,0,0,0,0,0,0,0,20200106,20200518
3108538,0,0,0,0,0,0,0,20200102,20200416
2940309,0,0,0,0,0,0,0,20191227,20191227
12940304,0,0,0,0,0,0,0,20191124,20191229
2940307,0,0,0,0,0,0,0,20191224,20191231
12940302,0,0,0,0,0,0,0,20191127,20191218
2940308,0,0,0,0,0,0,0,20191122,20191220
12940295,0,0,0,0,0,0,0,20191125,20191230
12940301,0,0,0,0,0,0,0,20191224,20191231
12940300,0,0,0,0,0,0,0,20191126,20191220
13108543,0,0,0,0,0,0,0,20200104,20200418
2940304,0,0,0,0,0,0,0,20191123,20191228
13108542,0,0,0,0,0,0,0,20200111,20200521
2940295,0,0,0,0,0,0,0,20191124,20191229
13108541,0,0,0,0,0,0,0,20200105,20200517
13108540,0,0,0,0,0,0,0,20200212,20200415
3108543,0,0,0,0,0,0,0,20200103,20200417
3108542,0,0,0,0,0,0,0,20200110,20200520
3108541,0,0,0,0,0,0,0,20200104,20200516
3108540,0,0,0,0,0,0,0,20200211,20200414
