route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
2166263,2999991,10029999911949055,,100,0,
2166263,2999993,10029999931949055,,100,0,
2166263,12999994,10029999941949055,,100,0,
2166263,2999995,10029999951949055,,100,0,
2166263,2999996,10029999961949055,,100,0,
2166263,2999997,10029999971949055,,100,0,
2166263,2999998,10029999981949055,,100,0,
2166263,2999999,10029999991949055,,100,0,
2166263,3000000,10030000001949055,,100,0,
2166263,2999991,10129999911949055,,101,0,
2166263,2999993,10129999931949055,,101,0,
2166263,12999994,10129999941949055,,101,0,
2166263,2999995,10129999951949055,,101,0,
2166263,2999996,10129999961949055,,101,0,
2166263,2999997,10129999971949055,,101,0,
2166263,2999998,10129999981949055,,101,0,
2166263,2999999,10129999991949055,,101,0,
2166263,3000000,10130000001949055,,101,0,
2166263,2999991,10229999911949055,,102,0,
2166263,2999993,10229999931949055,,102,0,
2166263,12999994,10229999941949055,,102,0,
2166263,2999995,10229999951949055,,102,0,
2166263,2999996,10229999961949055,,102,0,
2166263,2999997,10229999971949055,,102,0,
2166263,2999998,10229999981949055,,102,0,
2166263,2999999,10229999991949055,,102,0,
2166263,3000000,10230000001949055,,102,0,
2166263,2999991,1029999911949055,,10,0,
2166263,2999992,1029999921949055,,10,0,
2166263,2999993,1029999931949055,,10,0,
2166263,2999994,1029999941949055,,10,0,
2166263,2999995,1029999951949055,,10,0,
2166263,2999996,1029999961949055,,10,0,
2166263,2999997,1029999971949055,,10,0,
2166263,2999998,1029999981949055,,10,0,
2166263,2999999,1029999991949055,,10,0,
2166263,3000000,1030000001949055,,10,0,
2166263,2999991,10329999911949055,,103,0,
2166263,2999993,10329999931949055,,103,0,
2166263,2999995,10329999951949055,,103,0,
2166263,2999996,10329999961949055,,103,0,
2166263,2999997,10329999971949055,,103,0,
2166263,2999998,10329999981949055,,103,0,
2166263,2999999,10329999991949055,,103,0,
2166263,3000000,10330000001949055,,103,0,
2166263,2999991,10429999911949055,,104,0,
2166263,2999993,10429999931949055,,104,0,
2166263,2999995,10429999951949055,,104,0,
2166263,2999996,10429999961949055,,104,0,
2166263,2999997,10429999971949055,,104,0,
