route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1624831,3087137,1030871371797514,,10,0,
1624831,3087138,1030871381797514,,10,0,
1624831,3087137,1130871371797514,,11,0,
1624831,3087138,1130871381797514,,11,0,
1624831,3087137,1230871371797514,,12,0,
1624831,3087138,1230871381797514,,12,0,
1624831,3087137,130871371797514,,1,0,
1624831,3087138,130871381797514,,1,0,
1624831,3087137,1330871371797514,,13,0,
1624831,3087138,1330871381797514,,13,0,
1624831,3087137,1430871371797514,,14,0,
1624831,3087138,1430871381797514,,14,0,
1624831,3087138,1530871381797514,,15,0,
1624831,3087138,1630871381797514,,16,0,
1624831,3087138,1730871381797514,,17,0,
1624831,3087138,1830871381797514,,18,0,
1624831,3087138,1930871381797514,,19,0,
1624831,3087138,2030871381797514,,20,0,
1624831,3087138,2130871381797514,,21,0,
1624831,3087138,2230871381797514,,22,0,
1624831,3087137,230871371797514,,2,0,
1624831,3087138,230871381797514,,2,0,
1624831,3087138,2330871381797514,,23,0,
1624831,3087138,2430871381797514,,24,0,
1624831,3087138,2530871381797514,,25,0,
1624831,3087138,2630871381797514,,26,0,
1624831,3087138,2730871381797514,,27,0,
1624831,3087138,2830871381797514,,28,0,
1624831,3087138,2930871381797514,,29,0,
1624831,3087138,3030871381797514,,30,0,
1624831,3087137,330871371797514,,3,0,
1624831,3087138,330871381797514,,3,0,
1624831,3087137,430871371797514,,4,0,
1624831,3087138,430871381797514,,4,0,
1624831,3087137,530871371797514,,5,0,
1624831,3087138,530871381797514,,5,0,
1624831,3087137,630871371797514,,6,0,
1624831,3087138,630871381797514,,6,0,
1624831,3087137,730871371797514,,7,0,
1624831,3087138,730871381797514,,7,0,
1624831,3087137,830871371797514,,8,0,
1624831,3087138,830871381797514,,8,0,
1624831,3087137,930871371797514,,9,0,
1624831,3087138,930871381797514,,9,0,
1624831,3087138,130871381243989,,1,0,
1624831,3087138,230871381243989,,2,0,
1624894,3087135,1030871351732925,,10,1,
1624894,3087136,1030871361732925,,10,1,
1624894,3087135,1130871351732925,,11,1,
1624894,3087136,1130871361732925,,11,1,
1624894,3087135,1230871351732925,,12,1,
1624894,3087136,1230871361732925,,12,1,
1624894,3087135,130871351732925,,1,1,
1624894,3087136,130871361732925,,1,1,
1624894,3087135,1330871351732925,,13,1,
1624894,3087136,1330871361732925,,13,1,
1624894,3087135,1430871351732925,,14,1,
1624894,3087136,1430871361732925,,14,1,
1624894,3087136,1530871361732925,,15,1,
1624894,3087136,1630871361732925,,16,1,
1624894,3087136,1730871361732925,,17,1,
1624894,3087136,1830871361732925,,18,1,
1624894,3087136,1930871361732925,,19,1,
1624894,3087136,2030871361732925,,20,1,
1624894,3087136,2130871361732925,,21,1,
1624894,3087136,2230871361732925,,22,1,
1624894,3087135,230871351732925,,2,1,
1624894,3087136,230871361732925,,2,1,
1624894,3087136,2330871361732925,,23,1,
1624894,3087136,2430871361732925,,24,1,
1624894,3087136,2530871361732925,,25,1,
1624894,3087136,2630871361732925,,26,1,
1624894,3087136,2730871361732925,,27,1,
1624894,3087136,2830871361732925,,28,1,
1624894,3087136,2930871361732925,,29,1,
1624894,3087136,3030871361732925,,30,1,
1624894,3087135,330871351732925,,3,1,
1624894,3087136,330871361732925,,3,1,
1624894,3087135,430871351732925,,4,1,
1624894,3087136,430871361732925,,4,1,
1624894,3087135,530871351732925,,5,1,
1624894,3087136,530871361732925,,5,1,
1624894,3087135,630871351732925,,6,1,
1624894,3087136,630871361732925,,6,1,
1624894,3087135,730871351732925,,7,1,
1624894,3087136,730871361732925,,7,1,
1624894,3087135,830871351732925,,8,1,
1624894,3087136,830871361732925,,8,1,
1624894,3087135,930871351732925,,9,1,
1624894,3087136,930871361732925,,9,1,
