service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13108180,0,0,0,0,0,0,0,20191125,20200127
13108182,0,0,0,0,0,0,0,20191126,20200131
13108181,0,0,0,0,0,0,0,20191224,20200103
3108190,0,0,0,0,0,0,0,20191122,20200131
13108187,0,0,0,0,0,0,0,20191225,20200104
13108184,0,0,0,0,0,0,0,20191124,20200126
13108183,0,0,0,0,0,0,0,20191128,20200130
13108186,0,0,0,0,0,0,0,20191123,20200201
13108185,0,0,0,0,0,0,0,20191229,20200105
3108189,0,0,0,0,0,0,0,20191127,20200129
3108188,0,0,0,0,0,0,0,20191125,20200130
3108183,0,0,0,0,0,0,0,20191127,20200129
3108182,0,0,0,0,0,0,0,20191125,20200130
3108181,0,0,0,0,0,0,0,20191223,20200102
3108180,0,0,0,0,0,0,0,20191124,20200126
3108187,0,0,0,0,0,0,0,20191224,20200103
3108186,0,0,0,0,0,0,0,20191122,20200131
3108185,0,0,0,0,0,0,0,20191228,20200104
3108184,0,0,0,0,0,0,0,20191123,20200125
