service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13108403,0,0,0,0,0,0,0,20191209,20200113
3108406,0,0,0,0,0,0,0,20191223,20200103
13108402,0,0,0,0,0,0,0,20191125,20200127
3108405,0,0,0,0,0,0,0,20200106,20200130
3108407,0,0,0,0,0,0,0,20191123,20200125
13108407,0,0,0,0,0,0,0,20191124,20200126
13108406,0,0,0,0,0,0,0,20191224,20200104
13108405,0,0,0,0,0,0,0,20200107,20200131
13108404,0,0,0,0,0,0,0,20191123,20200201
3108403,0,0,0,0,0,0,0,20191208,20200112
3108404,0,0,0,0,0,0,0,20191122,20200131
3108402,0,0,0,0,0,0,0,20191124,20200126
